,EnrollMent,Name,Gender,Contact Number,City,OS,DMATHS,OOPJ,PEM,COA
673,1.8028E+11,renu,f,399-705-0008,Bhavnagar,28,25,54,19,21
674,1.8028E+11,radha,f,782-058-2724,Surat,18,67,62,46,55
675,1.8028E+11,pratima pandey,f,578-710-8101,Rajkot,31,68,62,32,56
676,1.8028E+11,pinky,f,406-145-6928,Ahmedabad,15,16,45,64,20
677,1.8028E+11,minakshi,f,835-482-4391,Surat,41,48,35,24,33
678,1.8028E+11,ramba @ kamla,f,725-755-2804,Gandhinagar,24,24,64,20,65
679,1.8028E+11,minakshi sainai,f,967-132-9600,Ahmedabad,68,67,43,22,31
680,1.8028E+11,pinky,f,495-680-8640,Amreli,54,36,17,19,44
681,1.8028E+11,krishna,f,582-379-7581,Ahmedabad,53,42,36,16,37
682,1.8028E+11,sabina bano,f,236-142-9870,Bhavnagar,18,65,24,18,53
683,1.8028E+11,sangeeta,f,980-651-0599,Bhavnagar,34,65,70,61,55
684,1.8028E+11,pinki,f,817-379-7690,Gandhinagar,23,34,49,68,49
685,1.8028E+11,bharti kumari,f,836-762-8005,Ahmedabad,22,56,43,56,33
686,1.8028E+11,fatima,f,976-877-9252,Gandhinagar,33,57,68,20,30
687,1.8028E+11,dipeeka,f,807-159-3487,Vadodara,62,58,20,59,54
688,1.8028E+11,simran,f,520-581-2857,Bhuj,60,54,31,48,42
689,1.8028E+11,maya dhaval,f,110-790-2064,Surat,15,66,63,47,37
690,1.8028E+11,soniya,f,805-877-9408,Surat,33,25,17,23,51
691,1.8028E+11,moka,f,968-052-3139,Amreli,38,48,34,34,39
692,1.8028E+11,sashi devi w/o- dinesh lal,f,712-638-9365,Gandhinagar,51,30,64,51,18
693,1.8028E+11,jyoti,f,713-326-5072,Vadodara,47,21,32,15,52
694,1.8028E+11,anguri bai,f,508-788-5147,Rajkot,33,68,28,28,24
695,1.8028E+11,rashma jacob,f,813-206-8420,Gandhinagar,52,64,61,37,46
696,1.8028E+11,kalashi devi bairwa,f,567-438-8172,Rajkot,28,52,57,42,67
697,1.8028E+11,shahna,f,494-880-4324,Surat,31,57,63,54,49
698,1.8028E+11,nikita,f,645-356-8442,Surat,28,69,41,63,35
699,1.8028E+11,dipika chaturvedi,f,398-834-4286,Amreli,24,38,49,50,40
700,1.8028E+11,aarti,f,218-376-6195,Bhavnagar,50,25,49,22,17
701,1.8028E+11,partima,f,136-779-9692,Bhavnagar,62,68,19,44,29
702,1.8028E+11,aarti,f,944-135-1463,Ahmedabad,15,50,43,24,39
703,1.8028E+11,aafrin,f,831-761-7366,Gandhinagar,69,56,20,57,35
704,1.8028E+11,diksha gupta,f,606-813-3048,Amreli,56,21,17,51,41
705,1.8028E+11,pooja,f,592-748-1578,Surat,65,60,41,29,64
706,1.8028E+11,gurmeet,f,766-190-0590,Bhuj,21,67,40,17,60
707,1.8028E+11,rukhsana,f,770-519-9451,Surat,57,23,19,30,54
708,1.8028E+11,bhawana kapoor,f,915-230-8850,Gandhinagar,46,61,63,38,15
709,1.8028E+11,bhagwati @ bhagoti devi,f,404-828-0754,Amreli,59,62,65,33,47
710,1.8028E+11,madhu,f,715-746-3062,Surat,31,37,64,36,58
711,1.8028E+11,sonam,f,661-720-7335,Bhavnagar,59,49,40,36,32
712,1.8028E+11,priyaka,f,464-278-4131,Ahmedabad,66,49,63,61,18
713,1.8028E+11,sunita,f,889-071-0586,Amreli,69,68,23,52,29
714,1.8028E+11,reena,f,518-547-7608,Bhavnagar,60,32,55,35,25
715,1.8028E+11,muskan,f,790-208-4078,Amreli,69,20,18,38,25
716,1.8028E+11,rinku,f,536-631-2808,Vadodara,45,48,53,31,18
717,1.8028E+11,aarti,f,874-542-3170,Ahmedabad,23,53,56,24,21
718,1.8028E+11,smt. rekha,f,541-729-4225,Bhuj,26,47,42,16,52
719,1.8028E+11,sunita,f,532-351-2733,Gandhinagar,52,64,27,17,25
720,1.8028E+11,seema,f,378-001-6942,Bhuj,48,52,45,27,27
721,1.8028E+11,rekha,f,420-817-8761,Vadodara,42,17,58,70,70
722,1.8028E+11,kumari mheraj,f,110-606-3375,Gandhinagar,15,65,55,51,58
723,1.8028E+11,smt bhagwani devi,f,536-204-5301,Vadodara,66,62,60,42,36
724,1.8028E+11,poonam kumari,f,689-069-6362,Bhavnagar,41,42,59,58,25
725,1.8028E+11,pooja,f,939-353-9628,Ahmedabad,27,39,32,29,34
726,1.8028E+11,farjana,f,292-055-3796,Vadodara,15,53,23,37,67
727,1.8028E+11,naina,f,879-164-7842,Bhuj,32,69,39,18,46
728,1.8028E+11,gudiya,f,557-364-8863,Gandhinagar,56,35,62,51,25
729,1.8028E+11,sonam,f,111-493-4006,Vadodara,28,30,29,57,41
730,1.8028E+11,ravina,f,196-508-1801,Rajkot,70,62,44,47,22
731,1.8028E+11,rachpreet kaur,f,480-852-3702,Gandhinagar,61,32,16,44,70
732,1.8028E+11,jyoti tiwari,f,127-598-0964,Bhuj,62,51,30,16,31
733,1.8028E+11,sonam,f,685-032-6690,Bhavnagar,53,65,47,64,48
734,1.8028E+11,sonam,f,262-338-9455,Bhuj,27,31,27,69,18
735,1.8028E+11,sarita,f,912-464-9495,Amreli,63,29,59,18,29
736,1.8028E+11,smt mamta harijan,f,551-091-8771,Rajkot,44,70,39,64,25
737,1.8028E+11,harsha,f,299-181-9716,Vadodara,63,67,70,32,31
738,1.8028E+11,priya,f,889-152-9992,Amreli,67,42,67,66,63
739,1.8028E+11,vimla,f,214-387-2242,Surat,43,28,18,67,57
740,1.8028E+11,joohi,f,215-568-4114,Vadodara,44,40,23,23,64
741,1.8028E+11,minakshi purohit,f,429-033-7169,Surat,34,25,54,58,17
742,1.8028E+11,jyoti,f,750-178-6479,Rajkot,46,48,37,64,54
743,1.8028E+11,shanty devi,f,597-399-4419,Rajkot,38,64,68,22,55
744,1.8028E+11,shanty mandal,f,328-547-7467,Vadodara,38,41,58,22,20
745,1.8028E+11,geeta,f,477-280-0552,Ahmedabad,24,63,40,24,15
746,1.8028E+11,beauty,f,575-249-3105,Vadodara,53,64,38,43,30
747,1.8028E+11,soniya,f,418-441-5766,Vadodara,52,65,68,68,21
748,1.8028E+11,kumari usha,f,928-311-0127,Bhuj,37,38,49,49,65
749,1.8028E+11,sumaila,f,824-512-5813,Surat,20,69,21,20,40
750,1.8028E+11,pryanka,f,437-623-2815,Surat,34,61,65,30,19
751,1.8028E+11,kumari nagma,f,389-171-5133,Bhavnagar,55,68,55,53,21
752,1.8028E+11,manpritkour,f,366-045-7685,Vadodara,21,55,44,67,58
753,1.8028E+11,ambika,f,706-539-5918,Rajkot,67,54,59,22,27
754,1.8028E+11,renu,f,949-883-0526,Ahmedabad,35,55,65,49,33
755,1.8028E+11,lilima @ manshi,f,180-030-2250,Rajkot,29,56,28,59,33
756,1.8028E+11,aarti,f,761-508-0492,Amreli,61,54,41,22,19
757,1.8028E+11,madhuri,f,365-888-6362,Rajkot,41,15,51,66,65
758,1.8028E+11,fiza parveen,f,269-568-9468,Vadodara,26,67,45,36,67
759,1.8028E+11,reeta @ rachna,f,240-007-7312,Bhuj,39,35,22,29,52
760,1.8028E+11,nitu @ chander pati,f,530-151-8705,Ahmedabad,16,30,38,36,42
761,1.8028E+11,pinky,f,967-401-9917,Ahmedabad,22,47,17,68,32
762,1.8028E+11,ritika rani dass,f,689-461-4065,Rajkot,68,19,31,60,60
763,1.8028E+11,pooja,f,928-049-3287,Rajkot,22,57,63,46,21
764,1.8028E+11,parkash kaur,f,442-860-5979,Rajkot,63,43,40,26,47
765,1.8028E+11,neha,f,309-799-4620,Bhuj,50,51,28,29,68
766,1.8028E+11,ruksana,f,935-498-4721,Amreli,16,37,32,33,47
767,1.8028E+11,farah,f,308-549-7749,Amreli,45,50,31,25,15
768,1.8028E+11,shabreen fatima,f,638-368-0931,Rajkot,29,66,40,68,22
769,1.8028E+11,sahiba @ ruby,f,869-249-5341,Rajkot,27,47,48,21,56
770,1.8028E+11,renu,f,519-702-0875,Bhuj,57,53,57,53,51
771,1.8028E+11,parvati,f,371-798-5802,Amreli,43,53,65,54,65
772,1.8028E+11,anjali,f,541-184-1062,Gandhinagar,47,54,57,16,26
773,1.8028E+11,naina kaushik,f,630-616-9445,Bhuj,16,38,54,37,68
774,1.8028E+11,bimlesh,f,506-550-3780,Surat,33,25,39,20,29
775,1.8028E+11,bharati@ruchika,f,409-704-5037,Bhavnagar,37,28,30,25,44
776,1.8028E+11,anita kumari,f,454-090-1962,Bhavnagar,68,39,38,16,39
777,1.8028E+11,mohseena biwi,f,935-613-3931,Bhuj,61,51,20,21,65
778,1.8028E+11,mala,f,800-087-6042,Gandhinagar,60,51,50,20,64
779,1.8028E+11,sony,f,496-374-7927,Ahmedabad,32,22,39,42,29
780,1.8028E+11,pinki,f,117-068-3165,Gandhinagar,56,70,56,67,50
781,1.8028E+11,geeta,f,998-519-0044,Rajkot,36,41,52,40,33
782,1.8028E+11,kumari jyoti,f,555-845-8546,Rajkot,26,39,65,61,70
783,1.8028E+11,rekha saini,f,916-518-0058,Bhavnagar,61,32,29,59,57
784,1.8028E+11,moni,f,901-192-2777,Bhavnagar,25,39,25,48,43
785,1.8028E+11,shehnaz,f,604-840-2290,Bhuj,22,47,20,57,44
786,1.8028E+11,rajni arya,f,322-652-7756,Surat,67,33,26,26,18
787,1.8028E+11,meera,f,691-681-6700,Ahmedabad,56,19,39,54,59
788,1.8028E+11,smt. reena,f,594-592-7472,Bhavnagar,69,31,37,53,47
789,1.8028E+11,kumari himanshi,f,765-242-4829,Vadodara,16,59,57,32,24
790,1.8028E+11,shrimati maya devi,f,393-173-0570,Rajkot,68,28,22,20,69
791,1.8028E+11,shivani,f,481-669-5219,Bhavnagar,50,20,67,34,53
792,1.8028E+11,shashi,f,687-875-7885,Vadodara,59,24,26,51,30
793,1.8028E+11,yogita,f,419-028-8564,Gandhinagar,69,17,42,41,19
794,1.8028E+11,roshni kumari,f,758-295-2287,Ahmedabad,23,47,62,20,42
795,1.8028E+11,bharti,f,960-150-1104,Bhavnagar,70,44,20,68,57
796,1.8028E+11,sushila,f,940-789-9697,Surat,40,36,51,39,35
797,1.8028E+11,pooja,f,679-205-1088,Gandhinagar,44,21,45,49,47
798,1.8028E+11,jyotsana @ jyoti,f,271-828-0523,Amreli,22,15,62,35,53
799,1.8028E+11,kiran kaur,f,992-070-6837,Surat,43,51,66,64,55
800,1.8028E+11,suman,f,399-395-1107,Gandhinagar,62,50,23,48,23
801,1.8028E+11,gopi devi,f,727-551-6455,Amreli,61,69,38,33,45
802,1.8028E+11,megha alongwith daughter 6 month,f,746-056-8734,Bhavnagar,60,58,22,42,56
803,1.8028E+11,varsha,f,121-523-9612,Amreli,26,50,16,60,57
804,1.8028E+11,neeraj,f,359-662-9102,Surat,44,69,39,53,43
805,1.8028E+11,paramdeep kaur,f,711-835-7890,Bhuj,17,19,33,30,15
806,1.8028E+11,meenakshi,f,379-377-3542,Gandhinagar,60,43,33,45,59
807,1.8028E+11,rakhi sharma,f,705-346-5136,Bhuj,44,65,23,47,61
808,1.8028E+11,amarjit kaur with a child keshav,f,587-327-1190,Bhavnagar,39,27,56,39,69
809,1.8028E+11,ranu,f,861-550-1215,Amreli,20,27,66,20,22
810,1.8028E+11,puja,f,413-273-9720,Bhavnagar,24,25,56,53,58
811,1.8028E+11,monika,f,296-360-4098,Ahmedabad,22,16,41,41,33
812,1.8028E+11,rupa,f,883-273-6875,Ahmedabad,63,67,28,25,63
813,1.8028E+11,poonam,f,169-176-7591,Rajkot,24,58,42,37,66
814,1.8028E+11,gora,f,790-371-6326,Amreli,20,32,58,53,62
815,1.8028E+11,su-shree  pishta,f,806-322-7727,Bhuj,20,22,16,35,45
816,1.8028E+11,nusrant,f,268-365-2941,Amreli,45,49,56,65,60
817,1.8028E+11,sweta,f,262-727-8443,Gandhinagar,69,36,36,45,28
818,1.8028E+11,girja,f,547-228-2434,Amreli,38,22,63,24,20
819,1.8028E+11,juber,f,326-231-8902,Ahmedabad,61,35,42,30,49
820,1.8028E+11,pooja devi,f,463-589-8709,Surat,34,24,44,56,62
821,1.8028E+11,muskan,f,333-223-7678,Amreli,50,34,55,50,53
822,1.8028E+11,nisha,f,802-506-4799,Vadodara,34,41,70,62,25
823,1.8028E+11,bharti,f,720-160-4507,Bhavnagar,67,64,62,31,20
824,1.8028E+11,diksha rana,f,422-499-8277,Vadodara,60,28,65,28,22
825,1.8028E+11,reena,f,561-593-4094,Bhuj,47,28,65,23,69
826,1.8028E+11,soni devi,f,437-825-8075,Surat,47,23,63,31,47
827,1.8028E+11,nagma khatun,f,326-039-9423,Bhavnagar,60,28,15,29,64
828,1.8028E+11,neetu goyal,f,300-058-1426,Bhuj,25,49,44,60,47
829,1.8028E+11,mukesh devi,f,598-279-7981,Vadodara,42,37,20,42,56
830,1.8028E+11,prem lata,f,375-636-1210,Rajkot,29,37,51,45,49
831,1.8028E+11,ram devi sharma,f,451-225-3027,Vadodara,16,33,61,53,39
832,1.8028E+11,maya,f,153-677-6108,Gandhinagar,27,34,20,47,55
833,1.8028E+11,yasodha,f,541-574-8501,Gandhinagar,17,15,25,46,32
834,1.8028E+11,anoura khatun,f,997-451-3775,Vadodara,46,25,53,53,42
835,1.8028E+11,arti,f,693-537-5906,Gandhinagar,59,43,37,55,70
836,1.8028E+11,rachna sharma,f,340-638-1892,Bhuj,56,52,60,24,31
837,1.8028E+11,bakhtvaar jahan,f,628-402-9947,Ahmedabad,25,52,35,68,51
838,1.8028E+11,neelam,f,800-339-8256,Bhuj,59,36,58,52,42
839,1.8028E+11,ku rikha,f,488-571-2054,Rajkot,28,57,29,51,57
840,1.8028E+11,sanju,f,752-708-4528,Surat,22,32,24,69,51
841,1.8028E+11,smt. pushpa,f,667-319-7787,Rajkot,58,43,48,26,23
842,1.8028E+11,roshani bhatiya,f,831-172-5355,Surat,48,15,39,48,53
843,1.8028E+11,varsha,f,878-408-6367,Bhuj,15,32,15,27,54
844,1.8028E+11,smt. divya @ chhoti,f,626-772-7318,Gandhinagar,21,53,43,49,40
845,1.8028E+11,priyanka jat,f,436-417-6738,Gandhinagar,31,57,48,22,32
846,1.8028E+11,rosina,f,325-438-5974,Bhuj,57,27,44,28,30
847,1.8028E+11,shankuntla,f,420-317-5638,Bhuj,34,67,69,19,17
848,1.8028E+11,veena ben damor,f,485-540-6801,Vadodara,29,63,20,20,29
849,1.8028E+11,shilpa,f,995-461-0218,Gandhinagar,68,60,15,35,50
850,1.8028E+11,sushhmita dass and his son ayush dass,f,796-518-8280,Amreli,33,51,57,23,41
851,1.8028E+11,poonam,f,196-315-1377,Amreli,54,49,64,62,60
852,1.8028E+11,bahwana,f,902-557-9293,Vadodara,58,49,29,64,15
853,1.8028E+11,rajlaxmi,f,479-861-2187,Ahmedabad,56,69,58,21,46
854,1.8028E+11,tara munda,f,867-349-7927,Rajkot,23,34,53,22,30
855,1.8028E+11,sonu pandy,f,100-597-1807,Surat,56,31,28,16,53
856,1.8028E+11,poonam,f,582-361-0648,Gandhinagar,23,15,69,25,21
857,1.8028E+11,renu,f,917-614-8695,Gandhinagar,39,35,58,64,33
858,1.8028E+11,mahima bagga,f,651-327-8747,Vadodara,23,50,70,67,54
859,1.8028E+11,anjali,f,670-168-7528,Vadodara,47,50,16,51,17
860,1.8028E+11,mamta,f,889-860-0235,Bhuj,19,46,58,67,61
861,1.8028E+11,dvndavva s basava prabhu,f,181-722-2035,Vadodara,55,62,41,37,44
862,1.8028E+11,heera kumari,f,322-378-4072,Surat,18,67,65,50,22
863,1.8028E+11,manisha,f,793-029-0015,Ahmedabad,18,29,68,42,65
864,1.8028E+11,nagina,f,882-533-1280,Amreli,23,69,36,58,31
865,1.8028E+11,saroj,f,388-719-4471,Rajkot,62,59,54,44,69
866,1.8028E+11,tabbsum,f,531-782-5480,Bhuj,46,65,60,62,49
867,1.8028E+11,ritu,f,183-519-6723,Bhuj,24,45,47,53,24
868,1.8028E+11,jaismeen,f,212-230-9511,Bhavnagar,33,66,41,66,63
869,1.8028E+11,shushree lalu,f,173-507-4843,Vadodara,60,18,54,64,15
870,1.8028E+11,kimmi@neelam,f,153-791-6955,Ahmedabad,59,20,37,22,40
871,1.8028E+11,suman,f,728-882-8175,Vadodara,70,15,54,25,52
872,1.8028E+11,sapna,f,225-246-5076,Ahmedabad,48,40,51,61,41
873,1.8028E+11,saroj,f,283-683-1352,Bhuj,41,50,51,15,32
874,1.8028E+11,"rekha with two doughters pooja, lakhsmi",f,582-333-1703,Surat,17,64,34,43,55
875,1.8028E+11,jaimata,f,815-370-2659,Bhavnagar,21,32,70,32,44
876,1.8028E+11,smt. rajkanwar,f,315-225-1910,Bhavnagar,32,40,41,65,25
877,1.8028E+11,rambha,f,770-575-6699,Bhavnagar,48,54,50,31,26
878,1.8028E+11,sonu,f,291-112-4431,Ahmedabad,68,43,65,38,39
879,1.8028E+11,priyanka,f,720-859-3748,Vadodara,56,18,19,56,68
880,1.8028E+11,kajal,f,101-388-6510,Rajkot,65,55,46,31,20
881,1.8028E+11,ravina,f,807-623-4611,Surat,35,20,24,27,32
882,1.8028E+11,meera,f,993-493-3106,Ahmedabad,28,70,37,15,61
883,1.8028E+11,heena,f,320-293-7249,Rajkot,54,26,57,67,53
884,1.8028E+11,anita,f,393-644-6247,Bhavnagar,65,61,60,19,67
885,1.8028E+11,reema,f,928-872-5624,Vadodara,30,29,59,44,41
886,1.8028E+11,sonia verma,f,391-079-4479,Vadodara,28,38,66,50,28
887,1.8028E+11,meena,f,578-656-4829,Surat,22,35,19,56,44
888,1.8028E+11,rekha,f,767-737-0527,Ahmedabad,54,53,25,23,68
889,1.8028E+11,nisha@neelam,f,358-841-4179,Bhuj,56,35,66,37,48
890,1.8028E+11,madhwi,f,767-340-4252,Ahmedabad,32,45,34,16,52
891,1.8028E+11,saneha,f,353-455-6252,Ahmedabad,44,35,51,34,53
892,1.8028E+11,pooja,f,960-182-0455,Gandhinagar,29,63,28,22,20
893,1.8028E+11,afrin,f,742-541-2935,Ahmedabad,18,23,53,59,60
894,1.8028E+11,sona,f,898-745-3955,Surat,55,37,44,55,66
895,1.8028E+11,meenakshi,f,311-188-7199,Bhavnagar,57,37,34,45,41
896,1.8028E+11,shashi,f,245-216-2978,Ahmedabad,44,46,60,43,39
897,1.8028E+11,mohini,f,986-358-2979,Vadodara,50,28,55,34,45
898,1.8028E+11,meethu,f,809-595-7287,Bhavnagar,19,54,56,67,16
899,1.8028E+11,sheela devi,f,216-339-7143,Vadodara,46,41,26,67,39
900,1.8028E+11,smt sushma,f,541-470-6567,Bhavnagar,20,36,18,34,56
901,1.8028E+11,nikita,f,283-435-1103,Ahmedabad,32,35,38,38,47
902,1.8028E+11,nikita,f,678-072-6329,Bhavnagar,54,26,18,35,52
903,1.8028E+11,priya kaur,f,930-308-3701,Bhuj,69,59,31,21,66
904,1.8028E+11,isha devi,f,699-099-0692,Bhavnagar,43,50,19,43,57
905,1.8028E+11,anita,f,497-450-7807,Bhuj,67,30,60,35,16
906,1.8028E+11,ku ponam,f,635-009-0031,Gandhinagar,27,58,22,46,48
907,1.8028E+11,chuni devi,f,742-490-1035,Vadodara,68,19,61,21,34
908,1.8028E+11,smt dhaneshwari devi,f,758-345-8094,Bhavnagar,34,60,69,55,17
909,1.8028E+11,geeta,f,111-085-7571,Surat,39,27,36,68,47
910,1.8028E+11,smt. keshar devi,f,603-879-3187,Vadodara,43,61,61,21,19
911,1.8028E+11,divya,f,697-445-8787,Gandhinagar,63,50,31,37,51
912,1.8028E+11,anju,f,848-115-0091,Ahmedabad,40,27,54,63,17
913,1.8028E+11,dhapu bai,f,589-331-9386,Gandhinagar,68,70,29,17,37
914,1.8028E+11,pooja,f,973-693-5111,Gandhinagar,49,44,23,66,53
915,1.8028E+11,jyoti bai,f,963-352-4218,Gandhinagar,28,32,41,15,42
916,1.8028E+11,mamta,f,617-833-2894,Rajkot,27,22,21,52,64
917,1.8028E+11,sarita sharma,f,747-774-4500,Ahmedabad,64,32,28,48,29
918,1.8028E+11,suman,f,145-248-8580,Bhuj,42,20,46,29,44
919,1.8028E+11,gouri mailwad,f,242-040-5970,Rajkot,67,61,27,45,38
920,1.8028E+11,tamanna banu,f,740-005-9321,Ahmedabad,25,47,70,45,62
921,1.8028E+11,rekha devi,f,314-577-0085,Bhuj,54,32,56,39,56
922,1.8028E+11,santosh,f,586-075-7631,Gandhinagar,15,69,25,67,47
923,1.8028E+11,rikkenchi,f,299-678-9813,Vadodara,57,45,24,24,61
924,1.8028E+11,savita,f,357-415-5903,Bhuj,26,62,52,48,55
925,1.8028E+11,pooja taneja,f,980-240-1966,Ahmedabad,29,15,39,21,67
926,1.8028E+11,aamrin jahan,f,223-807-5919,Vadodara,54,21,17,20,47
927,1.8028E+11,aarti devi,f,974-173-9886,Surat,58,58,49,24,39
928,1.8028E+11,shazida,f,158-428-0826,Amreli,40,27,40,56,49
929,1.8028E+11,priyanka,f,276-139-0302,Amreli,60,39,70,49,30
930,1.8028E+11,rachna,f,596-377-2832,Surat,33,28,17,58,39
931,1.8028E+11,tarannum,f,491-129-1915,Gandhinagar,58,21,27,45,23
932,1.8028E+11,priyanka,f,803-700-4013,Rajkot,59,34,41,54,52
933,1.8028E+11,babli,f,824-528-1074,Gandhinagar,25,65,19,38,40
934,1.8028E+11,lalita meena,f,840-038-2620,Bhuj,38,62,15,19,69
935,1.8028E+11,pooja,f,851-875-1799,Surat,40,26,58,35,31
936,1.8028E+11,sonia,f,750-028-1028,Gandhinagar,67,69,43,66,52
937,1.8028E+11,priya,f,503-738-8687,Bhavnagar,33,45,67,51,20
938,1.8028E+11,sushela devi,f,178-458-6601,Vadodara,49,56,16,59,59
939,1.8028E+11,sumitra bai,f,527-662-3475,Rajkot,47,39,44,49,65
940,1.8028E+11,pushpa tejshri,f,161-382-5930,Bhavnagar,59,54,41,70,68
941,1.8028E+11,sunita,f,519-353-5877,Bhavnagar,68,26,68,30,67
942,1.8028E+11,pinky kawar,f,279-872-2219,Vadodara,49,20,30,64,62
943,1.8028E+11,kum usmani,f,417-318-5766,Rajkot,36,70,37,30,50
944,1.8028E+11,rashmi,f,428-397-4833,Bhuj,18,46,47,42,48
945,1.8028E+11,smt. dayavati,f,269-094-7030,Ahmedabad,66,41,59,36,57
946,1.8028E+11,बबीता,f,542-135-3105,Bhavnagar,58,44,67,62,36
947,1.8028E+11,meena,f,908-213-7708,Surat,47,28,47,69,55
948,1.8028E+11,afsana,f,517-064-7718,Amreli,26,63,62,39,20
949,1.8028E+11,komal,f,549-060-2935,Bhuj,68,54,53,21,15
950,1.8028E+11,komal,f,592-756-3754,Vadodara,50,67,38,21,45
951,1.8028E+11,swaliya,f,682-444-6054,Bhavnagar,64,55,31,67,24
952,1.8028E+11,rukhar,f,753-647-4296,Surat,17,63,67,17,22
953,1.8028E+11,rupa kumari,f,195-647-8110,Rajkot,47,57,64,32,56
954,1.8028E+11,babita singh,f,268-045-5525,Surat,45,49,24,31,37
955,1.8028E+11,suman,f,107-562-3344,Vadodara,38,57,47,15,16
956,1.8028E+11,rakhi,f,546-588-3128,Rajkot,55,34,60,42,36
957,1.8028E+11,sushma,f,626-034-0637,Bhavnagar,26,48,59,62,54
958,1.8028E+11,yasmin,f,505-402-3073,Bhavnagar,40,51,64,40,51
959,1.8028E+11,parvesh,f,827-207-8627,Bhavnagar,62,50,19,43,48
960,1.8028E+11,nisha @ sonu,f,996-797-1059,Vadodara,22,44,37,21,64
961,1.8028E+11,keshar,f,324-839-8163,Bhavnagar,61,62,58,22,48
962,1.8028E+11,smt rani devi,f,332-181-9170,Bhavnagar,27,25,39,39,47
963,1.8028E+11,sabnam@ tinku,f,699-117-8366,Bhavnagar,24,42,22,47,29
964,1.8028E+11,gurmel kour,f,263-862-0497,Surat,63,28,43,70,24
965,1.8028E+11,manuja,f,860-431-9475,Amreli,54,23,44,63,57
966,1.8028E+11,kiran,f,104-414-4537,Amreli,19,39,54,32,64
967,1.8028E+11,pushpa devi,f,912-768-4669,Ahmedabad,26,55,32,20,57
968,1.8028E+11,deepika kumari,f,745-588-9513,Amreli,17,42,46,45,25
969,1.8028E+11,rupa,f,218-684-0915,Vadodara,28,17,68,54,61
970,1.8028E+11,pooja,f,914-611-6664,Amreli,65,40,69,27,51
971,1.8028E+11,manju,f,287-063-0964,Vadodara,25,57,64,49,34
972,1.8028E+11,mariyam @ sonam,f,528-553-5371,Ahmedabad,51,55,51,35,33
973,1.8028E+11,pramila,f,161-786-0160,Ahmedabad,38,54,55,30,20
974,1.8028E+11,chahat,f,527-144-5879,Vadodara,47,16,27,58,68
975,1.8028E+11,richa,f,888-508-3336,Vadodara,70,49,19,60,22
976,1.8028E+11,renu,f,870-512-6860,Bhavnagar,59,25,65,22,39
977,1.8028E+11,deepali,f,333-624-2155,Vadodara,41,49,35,31,27
978,1.8028E+11,bhawna,f,885-779-6795,Rajkot,37,35,21,65,62
979,1.8028E+11,laxmi bai,f,466-335-7543,Surat,16,34,62,37,52
980,1.8028E+11,soniya,f,820-377-1664,Gandhinagar,59,51,22,33,66
981,1.8028E+11,rashmi,f,435-060-7705,Gandhinagar,15,34,40,36,55
982,1.8028E+11,ravinder kaur,f,510-721-8002,Gandhinagar,61,29,65,54,29
983,1.8028E+11,babita,f,525-030-5711,Amreli,55,29,20,19,52
984,1.8028E+11,sabana @ sabbo,f,513-778-7633,Bhuj,43,62,36,62,64
985,1.8028E+11,ruji khatun,f,283-832-5202,Amreli,19,31,21,62,25
986,1.8028E+11,sonia,f,746-007-7697,Vadodara,48,65,66,45,36
987,1.8028E+11,smt punam,f,391-101-4624,Bhuj,27,48,54,46,25
988,1.8028E+11,kumari rachna,f,165-781-0653,Bhavnagar,23,34,60,64,23
989,1.8028E+11,gulista,f,113-164-1415,Ahmedabad,47,36,34,21,31
990,1.8028E+11,anita,f,730-367-4413,Surat,21,56,70,30,45
991,1.8028E+11,lalita dobhal,f,395-844-5393,Bhuj,51,26,62,44,44
992,1.8028E+11,priti suman,f,105-734-1430,Bhavnagar,17,67,19,52,46
993,1.8028E+11,ritu,f,363-368-7093,Vadodara,70,65,26,22,40
994,1.8028E+11,smt. patasi devi,f,604-292-1501,Bhavnagar,49,47,68,36,62
995,1.8028E+11,maya devi,f,737-245-6497,Amreli,39,40,38,49,55
996,1.8028E+11,rambai,f,813-423-6983,Rajkot,54,33,41,15,62
